QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerText,MisconceptionName
889,1042,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166,Solving Linear Inequalities,A,"Tom and Katie are arguing about the solution to this inequality:
\[
20 \geq 8 m
\]

Tom says \( m \) could be \( 2.5 \)

Katie says \( m \) could be \( 3 \)

Who is correct?",Neither is correct,"When using inequality notation, thinks ""greater than/less than or equal to"" symbols are instead the ""greater than/less than"" symbols and vice versa"
890,1405,Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression,50,Expanding Single Brackets,B,Multiply out the brackets: \( m(m-2) \),\( 2 m-2 m \),Does not realise multiplying a variable by itself results in a power of that variable
890,1405,Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression,50,Expanding Single Brackets,B,Multiply out the brackets: \( m(m-2) \),\( m^{2}-2 \),Only multiplies the first term in the expansion of a bracket
891,3145,Calculate the area of a scalene triangle where the dimensions are given in the same units,75,Area of Simple Shapes,C,Which of the following triangles have the same area as this rectangle? ![A rectangle with height of 4 and width of 8](),![An isosceles triangle with base of 4 and perpendicular height of 8](),Does not divide by 2 when calculating the area of a triangle
891,3145,Calculate the area of a scalene triangle where the dimensions are given in the same units,75,Area of Simple Shapes,C,Which of the following triangles have the same area as this rectangle? ![A rectangle with height of 4 and width of 8](),"![A right angled triangle with base of 4, perpendicular height of 8 and hypotenuse of root 80]()",Does not divide by 2 when calculating the area of a triangle
891,3145,Calculate the area of a scalene triangle where the dimensions are given in the same units,75,Area of Simple Shapes,C,Which of the following triangles have the same area as this rectangle? ![A rectangle with height of 4 and width of 8](),They are all equal to the rectangle,Does not divide by 2 when calculating the area of a triangle
892,93,Complete mental subtraction problems up to 1000,203,Mental Addition and Subtraction,D,\( 204-36= \),\( 178 \),Does not compensate when subtracting
892,93,Complete mental subtraction problems up to 1000,203,Mental Addition and Subtraction,D,\( 204-36= \),\( 240 \),Adds instead of subtracts
893,2142,Complete multi-step conversions of mass that use division,198,Weight Units,D,How should you write \( 5 \) kilograms and \( 7 \) grams in tonnes?,\( 5007 t \),Thinks grams and tonnes are the same
893,2142,Complete multi-step conversions of mass that use division,198,Weight Units,D,How should you write \( 5 \) kilograms and \( 7 \) grams in tonnes?,\( 0.05007 t \),Thinks there are 100kg in a tonne
894,2587,"Given the area of an isosceles triangle, calculate a missing dimension",75,Area of Simple Shapes,A,"This triangle has an area of \( 36 \mathrm{~cm}^{2} \).

What is the value of \( p \) ? ![A triangle with base labelled p and the perpendicular height labelled 12cm.]()",\( 3 \mathrm{~cm} \),Confuses formulae for area of triangle and area of rectangle
894,2587,"Given the area of an isosceles triangle, calculate a missing dimension",75,Area of Simple Shapes,A,"This triangle has an area of \( 36 \mathrm{~cm}^{2} \).

What is the value of \( p \) ? ![A triangle with base labelled p and the perpendicular height labelled 12cm.]()",\( 12 \mathrm{~cm} \),Confuses perimeter and area
895,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,B,"\[
9-8+5
\]
Jo and Paul are trying to make the calculation above equal to \( 6 \).
Jo says you can write it like this: \( 9-(8+5) \)
Paul says you can leave it like this: \( 9-8+5 \)
Who is correct?","Only
Jo",Answers order of operations questions with brackets as if the brackets are not there
895,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,B,"\[
9-8+5
\]
Jo and Paul are trying to make the calculation above equal to \( 6 \).
Jo says you can write it like this: \( 9-(8+5) \)
Paul says you can leave it like this: \( 9-8+5 \)
Who is correct?",Both Jo and Paul,Answers order of operations questions with brackets as if the brackets are not there
895,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,B,"\[
9-8+5
\]
Jo and Paul are trying to make the calculation above equal to \( 6 \).
Jo says you can write it like this: \( 9-(8+5) \)
Paul says you can leave it like this: \( 9-8+5 \)
Who is correct?",Neither is correct,"Applies BIDMAS in strict order (does not realize addition and subtraction, and multiplication and division, are of equal priority)"
896,3330,"Given an equation, form  or identify related equations",70,Writing Expressions,A,"Tom and Katie are discussing this equation:
\[
x+y=12
\] Tom uses the equation to write:
\[
3 x+3 y=36
\] Katie uses the equation to write:
\[
x+2 y=24
\] Who has written a related linear equation?","Only
Katie",Does not understand that when multiplying both sides of an equation by an amount every term must be multiplied by the same amount
896,3330,"Given an equation, form  or identify related equations",70,Writing Expressions,A,"Tom and Katie are discussing this equation:
\[
x+y=12
\] Tom uses the equation to write:
\[
3 x+3 y=36
\] Katie uses the equation to write:
\[
x+2 y=24
\] Who has written a related linear equation?",Both Tom and Katie,Does not understand that when multiplying both sides of an equation by an amount every term must be multiplied by the same amount
896,3330,"Given an equation, form  or identify related equations",70,Writing Expressions,A,"Tom and Katie are discussing this equation:
\[
x+y=12
\] Tom uses the equation to write:
\[
3 x+3 y=36
\] Katie uses the equation to write:
\[
x+2 y=24
\] Who has written a related linear equation?",Neither is correct,Does not understand how to create a multiple of an equation
897,982,"Given a negative x value, find the corresponding y value for curves in the form y = x² + c",265,Plotting Quadratics from Tables of Values,C,"This is a part of the table of values for the equation
\(
y=x^{2}
\) \begin{tabular}{|l|l|}
\hline\( x \) & \( -9 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( -18 \),Mixes up squaring and multiplying by 2 or doubling
897,982,"Given a negative x value, find the corresponding y value for curves in the form y = x² + c",265,Plotting Quadratics from Tables of Values,C,"This is a part of the table of values for the equation
\(
y=x^{2}
\) \begin{tabular}{|l|l|}
\hline\( x \) & \( -9 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( -81 \),Believes the square of a negative will also be negative
898,2174,Perform calculations with temperature when given in the same units,211,Adding and Subtracting Negative Numbers,B,Which statement about the temperatures \( -5^{\circ} \mathrm{C} \) and \( 2^{\circ} \mathrm{C} \) is true?,"\( 2^{\circ} \mathrm{C} \) is \( 3^{\circ} \mathrm{C} \)
hotter than
\[
-5^{\circ} \mathrm{C}
\]",Ignores the negative sign
898,2174,Perform calculations with temperature when given in the same units,211,Adding and Subtracting Negative Numbers,B,Which statement about the temperatures \( -5^{\circ} \mathrm{C} \) and \( 2^{\circ} \mathrm{C} \) is true?,"\( 2^{\circ} \mathrm{C} \) is \( 7^{\circ} \mathrm{C} \) colder than
\[
-5^{\circ} \mathrm{C}
\]",Mixes up colder and hotter when comparing temperatures
899,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,C,"\[
10-8 \times 7+6=
\]

Which calculation should you do first?",\( 7+6 \),Carries out operations from right to left regardless of priority order
899,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,C,"\[
10-8 \times 7+6=
\]

Which calculation should you do first?",\( 10-8 \),Carries out operations from left to right regardless of priority order
899,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,C,"\[
10-8 \times 7+6=
\]

Which calculation should you do first?",It doesn't matter: you get the same answer,Believes order of operations does not affect the answer to a calculation
900,3143,Convert between cm³ and l,197,Volume and Capacity Units,C,\( 500000 \mathrm{~cm}^{3} \) is the same as ______ litres,\( 5 \),Thinks 1l = 10 000 cubic centimetres
900,3143,Convert between cm³ and l,197,Volume and Capacity Units,C,\( 500000 \mathrm{~cm}^{3} \) is the same as ______ litres,\( 5000 \),Thinks 1l = 100 cubic centimetres
901,3202,Recognise and name a variable,70,Writing Expressions,C,"Which of the following is the most appropriate word to describe \( p \) in this:
\(
3 p+7
\)",Equation,Confuses a variable with an equation
901,3202,Recognise and name a variable,70,Writing Expressions,C,"Which of the following is the most appropriate word to describe \( p \) in this:
\(
3 p+7
\)",Term,Confuses a term with a variable
901,3202,Recognise and name a variable,70,Writing Expressions,C,"Which of the following is the most appropriate word to describe \( p \) in this:
\(
3 p+7
\)",Expression,Confuses an expression with a variable
902,1273,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251,Simplifying Expressions by Collecting Like Terms,D,"Simplify, if possible:
\[
z+5
\]",\( 5 z \),"Does not realise that two letters together, or a number and letter together, are multiplying"
902,1273,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251,Simplifying Expressions by Collecting Like Terms,D,"Simplify, if possible:
\[
z+5
\]",\( z^{5} \),Believes addition of terms and powers of terms are equivalent e.g. a + c = a^c
903,3345,Identify or mark lines of symmetry on a shape,275,Line Symmetry,D,"Which shape has a line of symmetry? ![A Trapezium above the label ""A""; A shape which is a circle with a 90 degree sector removed above the label ""B""; A crescent (moon) shape above the label ""C""; the words ""All of them"" above the label ""D"".]()",A,Believes lines of symmetry must be vertical or horizontal
904,1739,Use a protractor to measure angles between 270° and 360°,180,Measuring Angles,B,"What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out an angle being measured by the protractor. The inner scale goes from 0 to 360 anti-clockwise. The angle is a reflex angle that is between the red line that is at 0 (inner scale) and 180 (outer scale) on the protractor, anti-clockwise to the red line that is half way between 280 and 290 (inner scale) and halfway between 260 and 250 (outer scale).
]()",\( 255^{\circ} \),Reads the wrong scale on the protractor when measuring reflex angles
904,1739,Use a protractor to measure angles between 270° and 360°,180,Measuring Angles,B,"What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out an angle being measured by the protractor. The inner scale goes from 0 to 360 anti-clockwise. The angle is a reflex angle that is between the red line that is at 0 (inner scale) and 180 (outer scale) on the protractor, anti-clockwise to the red line that is half way between 280 and 290 (inner scale) and halfway between 260 and 250 (outer scale).
]()",\( 180^{\circ} \),Reads the wrong scale on the protractor when measuring reflex angles
904,1739,Use a protractor to measure angles between 270° and 360°,180,Measuring Angles,B,"What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out an angle being measured by the protractor. The inner scale goes from 0 to 360 anti-clockwise. The angle is a reflex angle that is between the red line that is at 0 (inner scale) and 180 (outer scale) on the protractor, anti-clockwise to the red line that is half way between 280 and 290 (inner scale) and halfway between 260 and 250 (outer scale).
]()",\( 295^{\circ} \),Correct scale but wrong value on protractor reading.
905,1654,Identify obtuse angles,73,"Types, Naming and Estimating",B,This angle is... ![An image of an angle that is larger than 90 degrees but smaller than 180 degrees.](),Acute,Confuses obtuse and acute angles
905,1654,Identify obtuse angles,73,"Types, Naming and Estimating",B,This angle is... ![An image of an angle that is larger than 90 degrees but smaller than 180 degrees.](),Reflex,Does not understand that an obtuse angle is between 90 and 180 degrees
905,1654,Identify obtuse angles,73,"Types, Naming and Estimating",B,This angle is... ![An image of an angle that is larger than 90 degrees but smaller than 180 degrees.](),A right angle,Does not understand that an obtuse angle is between 90 and 180 degrees
906,2648,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,B,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( \mathrm{P} \) ? ![Four quadrant, coordinate grid with the reflection line y=x drawn and a triangle. The triangle has coordinates: (0,1) (0,3) and (-3,2). The point P is the coordinate (0,3)]()","\( (0,2) \)",Fails to reflect across mirror line
906,2648,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,B,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( \mathrm{P} \) ? ![Four quadrant, coordinate grid with the reflection line y=x drawn and a triangle. The triangle has coordinates: (0,1) (0,3) and (-3,2). The point P is the coordinate (0,3)]()","\( (2,3) \)",Reflects horizontally or vertically instead of across a diagonal line of symmetry
906,2648,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,B,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( \mathrm{P} \) ? ![Four quadrant, coordinate grid with the reflection line y=x drawn and a triangle. The triangle has coordinates: (0,1) (0,3) and (-3,2). The point P is the coordinate (0,3)]()","\( (0,1) \)",Reflects horizontally or vertically instead of across a diagonal line of symmetry
907,3175,For a given output find the input of a function machine,649,Function Machines,A,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""-4"" written inside it and the final rectangle has ""output"" written above it and ""11"" written inside it.]() What is the input of this function machine?",\( -7 \),Believes subtraction is commutative 
907,3175,For a given output find the input of a function machine,649,Function Machines,A,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""-4"" written inside it and the final rectangle has ""output"" written above it and ""11"" written inside it.]() What is the input of this function machine?",\( 44 \),Thinks the inverse of subtraction is multiplication
908,3178,Given a sketch of a linear graph solve f(x) = 0,264,Graphical Solution of Simultaneous Equations,A,"This is a graph of
\(y=1-0.4 x\) ![A set of axes with y=1-0.4x drawn on.]() Use the graph to solve
\(1-0.4 x=0\)",\( x=0 \),Believes the solution of mx + c = 0 is x =0
908,3178,Given a sketch of a linear graph solve f(x) = 0,264,Graphical Solution of Simultaneous Equations,A,"This is a graph of
\(y=1-0.4 x\) ![A set of axes with y=1-0.4x drawn on.]() Use the graph to solve
\(1-0.4 x=0\)",\( x=1 \),Believes they solve mx + c = 0 by substituting in x = 0
908,3178,Given a sketch of a linear graph solve f(x) = 0,264,Graphical Solution of Simultaneous Equations,A,"This is a graph of
\(y=1-0.4 x\) ![A set of axes with y=1-0.4x drawn on.]() Use the graph to solve
\(1-0.4 x=0\)",\( x=-0.4 \),Believes the solution of mx + c = 0 is x = m
909,1034,Represent a linear inequality in the form a ≤ x ≤ b (and other sign arrangements) on a numberline,165,Inequalities on Number Lines,D,Which number line represents \( -1 \leq x<3 \) ?,"![Number line with numbers from -5 to 5. Above the -1 is a blue, filled circle with an arrow to the left. Above the 3 is an open, unfilled circle with an arrow to the right.]()",Mixes up greater than and less than symbols
909,1034,Represent a linear inequality in the form a ≤ x ≤ b (and other sign arrangements) on a numberline,165,Inequalities on Number Lines,D,Which number line represents \( -1 \leq x<3 \) ?,"![Number line with numbers from -5 to 5. Above the -1 is an open,  unfilled circle and above the 3 is a green, filled circle. The two circles are joined by a horizontal line.]()","When representing an inequality on a numberline, assumes the filled and unfilled circles have the opposite meaning."
910,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,A,"Expand:
\[
3(p-1)
\]",\( 3 p-1 \),Only multiplies the first term in the expansion of a bracket
910,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,A,"Expand:
\[
3(p-1)
\]",\( p-3 \),Only multiplies second term in the expansion of a bracket
910,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,A,"Expand:
\[
3(p-1)
\]",\( 3 p-2 \),"When expanding brackets, multiplies out the first term correctly but adds together the number outside the bracket with the second term inside the bracket."
911,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,A,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 3 m+2 \),Only multiplies second term in the expansion of a bracket
911,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,A,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 6 m+1 \),Only multiplies the first term in the expansion of a bracket
911,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,A,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 6 m+3 \),Adds instead of multiplies
912,100,Recognise and use efficient strategies for mental subtraction,203,Mental Addition and Subtraction,B,"Nick wants to subtract \( 199 \) from a number.
Which one of the following methods would give him the correct answer?",\( +200 \) then \( +1 \),Does not understand the effect of consecutive operations
912,100,Recognise and use efficient strategies for mental subtraction,203,Mental Addition and Subtraction,B,"Nick wants to subtract \( 199 \) from a number.
Which one of the following methods would give him the correct answer?",\( -200 \) then \( -1 \),Does not understand the effect of consecutive operations
912,100,Recognise and use efficient strategies for mental subtraction,203,Mental Addition and Subtraction,B,"Nick wants to subtract \( 199 \) from a number.
Which one of the following methods would give him the correct answer?",\( +200 \) then \( -1 \),Does not understand the effect of consecutive operations
913,2789,Interpret numbers in a frequency table,340,Averages and Range from Frequency Table,C,"\begin{tabular}{|c|c|c|}
\hline TVs & Frequency & TVs \( \times \) Frequency \\
\hline \( 0 \) & \( 3 \) & \( 0 \) \\
\hline \( 1 \) & \( 8 \) & \( 8 \) \\
\hline \( 2 \) & \( 8 \) & \( 16 \) \\
\hline \( 3 \) & \( 4 \) & \( 12 \) \\
\hline \( 4 \) & \( 2 \) & \( 8 \) \\
\hline
\end{tabular} The table shows the numbers of TVs in the households of students in a class.

What does the ""16"" represent?",The mean number of TVs in the \( 8 \) households,Does not understand the interpretation of the fx column in a frequency table
913,2789,Interpret numbers in a frequency table,340,Averages and Range from Frequency Table,C,"\begin{tabular}{|c|c|c|}
\hline TVs & Frequency & TVs \( \times \) Frequency \\
\hline \( 0 \) & \( 3 \) & \( 0 \) \\
\hline \( 1 \) & \( 8 \) & \( 8 \) \\
\hline \( 2 \) & \( 8 \) & \( 16 \) \\
\hline \( 3 \) & \( 4 \) & \( 12 \) \\
\hline \( 4 \) & \( 2 \) & \( 8 \) \\
\hline
\end{tabular} The table shows the numbers of TVs in the households of students in a class.

What does the ""16"" represent?",The total number of TVs in the \( 2 \) households,Confuses the variable and frequency columns in a frequency table
914,3040,Identify a diameter,184,Parts of a Circle,C,"The straight line shown in this diagram is a ....? ![A circle with a line across from edge to edge, passing through the centre]()",Radius,Confuses diameter and radius
914,3040,Identify a diameter,184,Parts of a Circle,C,"The straight line shown in this diagram is a ....? ![A circle with a line across from edge to edge, passing through the centre]()",Arc,Confuses arc and diameter
914,3040,Identify a diameter,184,Parts of a Circle,C,"The straight line shown in this diagram is a ....? ![A circle with a line across from edge to edge, passing through the centre]()",Circumference,Confuses circumference and diameter
915,703,Express pictorial representations of objects as a ratio,109,Pie Chart,A,"What is the ratio of tables to chairs? ![tables
chairs]()",\( 3: 4 \),"When writing ratio from diagram, writes total as one side"
915,703,Express pictorial representations of objects as a ratio,109,Pie Chart,A,"What is the ratio of tables to chairs? ![tables
chairs]()",\( \frac{3}{4} \),"When writing fraction from diagram, writes total as denominator"
915,703,Express pictorial representations of objects as a ratio,109,Pie Chart,A,"What is the ratio of tables to chairs? ![tables
chairs]()",\( \frac{270}{360} \),"When writing fraction from diagram, writes total as denominator"
916,220,Round numbers greater than 1 to one significant figure,214,Rounding to Decimal Places,A,"Jo and Paul are arguing about rounding.

Jo says \( \mathbf{9 9 . 9 6} \) rounded to \( 1 \) significant figure is \( \mathbf{1 0 0} \)

Paul says \( \mathbf{9 9 . 9 6} \) rounded to \( 1 \) decimal place is \( \mathbf{1 0 0} \)
Who is correct?",Both Jo and Paul,"When rounding to decimal places and the only digits after the decimal point will be zeros, just gives the integer as the answer."
917,1523,Rearrange formulae to change the subject where the subject appears once and three or more steps are needed,60,Rearranging Formula and Equations,B,"Tom and Katie are discussing rearranging \( t=\sqrt{u+9} \) to make \( u \) the subject
Tom says a correct first line of working could be: \( t=\sqrt{u}+3 \)
Katie says a correct first line of working could be: \( t^{2}=u+9 \)
Who is correct?",Only Tom,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression"
917,1523,Rearrange formulae to change the subject where the subject appears once and three or more steps are needed,60,Rearranging Formula and Equations,B,"Tom and Katie are discussing rearranging \( t=\sqrt{u+9} \) to make \( u \) the subject
Tom says a correct first line of working could be: \( t=\sqrt{u}+3 \)
Katie says a correct first line of working could be: \( t^{2}=u+9 \)
Who is correct?",Both Tom and Katie,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression"
918,318,Divide a decimal by an integer,224,Multiplying and Dividing with Decimals,D,\( 0.5 \div 2= \),\( 0.3 \),Subtracts instead of divides
918,318,Divide a decimal by an integer,224,Multiplying and Dividing with Decimals,D,\( 0.5 \div 2= \),\( 0.025 \),"When dividing a decimal by an integer, divides by the wrong power of 10 when reinserting the decimal."
918,318,Divide a decimal by an integer,224,Multiplying and Dividing with Decimals,D,\( 0.5 \div 2= \),\( 1 \),Multiplies rather than divides
919,985,"Given a positive x value, find the corresponding y value for curves in the form y = ax² + bx + c",265,Plotting Quadratics from Tables of Values,B,"This is a part of the table of values for the equation
\[y=3 x^{2}\] \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.3 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 0.81 \),Carries out operations from left to right regardless of priority order
919,985,"Given a positive x value, find the corresponding y value for curves in the form y = ax² + bx + c",265,Plotting Quadratics from Tables of Values,B,"This is a part of the table of values for the equation
\[y=3 x^{2}\] \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.3 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 1.8 \),Mixes up squaring and multiplying by 2 or doubling
919,985,"Given a positive x value, find the corresponding y value for curves in the form y = ax² + bx + c",265,Plotting Quadratics from Tables of Values,B,"This is a part of the table of values for the equation
\[y=3 x^{2}\] \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.3 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 2.7 \),"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal"
920,220,Round numbers greater than 1 to one significant figure,215,Rounding to Significant Figures,C,"Round this number to \( 1 \) significant figure:
\( 95365 \)",\( 10000 \),"When rounding up from a 9, does not add one on to the digit to the left"
920,220,Round numbers greater than 1 to one significant figure,215,Rounding to Significant Figures,C,"Round this number to \( 1 \) significant figure:
\( 95365 \)",\( 90000 \),Rounds down instead of up
921,219,Round numbers to three or more decimal places,214,Rounding to Decimal Places,A,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.15 \),Rounds to the wrong degree of accuracy (rounds too much)
921,219,Round numbers to three or more decimal places,214,Rounding to Decimal Places,A,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.154 \),Rounds up instead of down
921,219,Round numbers to three or more decimal places,214,Rounding to Decimal Places,A,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.253 \),Rounds incorrectly by changing multiple place values
922,2099,Convert between cm³ and mm³,197,Volume and Capacity Units,C,\( 1 \mathrm{~cm}^{3} \) is the same as _______ \( \mathrm{mm}^{3} \),\( 10 \),Does not cube the conversion factor when converting cubed units
922,2099,Convert between cm³ and mm³,197,Volume and Capacity Units,C,\( 1 \mathrm{~cm}^{3} \) is the same as _______ \( \mathrm{mm}^{3} \),\( 100 \),Does not cube the conversion factor when converting cubed units
923,313,Multiply two decimals together with a different number of decimal places,224,Multiplying and Dividing with Decimals,C,What is the area of this rectangle? ![Rectangle with base 0.4 m and height 0.16 m](),\( 0.64 \mathrm{~m}^{2} \),"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal"
923,313,Multiply two decimals together with a different number of decimal places,224,Multiplying and Dividing with Decimals,C,What is the area of this rectangle? ![Rectangle with base 0.4 m and height 0.16 m](),\( 1.12 \mathrm{~m}^{2} \),Calculates perimeter when asked for area
923,313,Multiply two decimals together with a different number of decimal places,224,Multiplying and Dividing with Decimals,C,What is the area of this rectangle? ![Rectangle with base 0.4 m and height 0.16 m](),\( 0.56 \mathrm{~m}^{2} \),Adds when calculating area instead of multiplying
924,2462,Draw the net of a prism,85,Nets,B,Which of the following collections of shapes would allow you to draw the net of a hexagonal prism?,"\( 1 \) hexagon
\( 6 \) triangles",Confuses pyramid with prism
924,2462,Draw the net of a prism,85,Nets,B,Which of the following collections of shapes would allow you to draw the net of a hexagonal prism?,"\( 1 \) hexagon
\( 6 \) rectangles",Confuses pyramid with prism
924,2462,Draw the net of a prism,85,Nets,B,Which of the following collections of shapes would allow you to draw the net of a hexagonal prism?,"\( 2 \) hexagons
\( 6 \) triangles",Struggles to visualise nets of 3D shapes
925,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,D,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the circle? \( \frac{? \pm \sqrt{?-?}}{\bigcirc} \)",\( 3 \),Misremembers the quadratic formula
925,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,D,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the circle? \( \frac{? \pm \sqrt{?-?}}{\bigcirc} \)",\( 5 \),Thinks a variable next to a number means addition rather than multiplication
925,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,D,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the circle? \( \frac{? \pm \sqrt{?-?}}{\bigcirc} \)",\( 9 \),Mixes up squaring and multiplying by 2 or doubling
926,336,Recognise when to find a factor to solve a problem,219,Factors and Highest Common Factor,A,"Emma has \( 24 \) cakes to give away to her friends.
To work out what numbers of friends Emma could give equal amounts of cake to without having any cakes left over, Emma needs to know the ___ of \( 24 \)",digits,Does not recognise when to find a factor from a worded question
926,336,Recognise when to find a factor to solve a problem,219,Factors and Highest Common Factor,A,"Emma has \( 24 \) cakes to give away to her friends.
To work out what numbers of friends Emma could give equal amounts of cake to without having any cakes left over, Emma needs to know the ___ of \( 24 \)",multiples,Confuses factors and multiples
926,336,Recognise when to find a factor to solve a problem,219,Factors and Highest Common Factor,A,"Emma has \( 24 \) cakes to give away to her friends.
To work out what numbers of friends Emma could give equal amounts of cake to without having any cakes left over, Emma needs to know the ___ of \( 24 \)",reciprocal,Does not recognise when to find a factor from a worded question
927,2790,Calculate the mean from a frequency table,340,Averages and Range from Frequency Table,C,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 0.2(1 \mathrm{dp}) \),Believes the mean is total frequency divided by sum of categories given
927,2790,Calculate the mean from a frequency table,340,Averages and Range from Frequency Table,C,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 32.75 \),Believes mean is total divided by number of groups
927,2790,Calculate the mean from a frequency table,340,Averages and Range from Frequency Table,C,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 6.5(1 \mathrm{dp}) \),Rounds down instead of up
